Food code,Main food description
26213140,fish
26213160,fish
26213170,fish
26213180,fish
26213190,fish
26215120,fish
26301110,fish
26301140,fish
26301160,fish
26303100,fish
26303110,fish
26303120,fish
26303121,fish
26303130,fish
26303131,fish
26303140,fish
26303160,fish
26303180,fish
26303190,fish
26305110,fish
26305120,fish
26305121,fish
26305130,fish
26305131,fish
26305160,fish
26305180,fish
26307140,fish
26309140,fish
26309160,fish
26311110,fish
26311120,fish
26311121,fish
26311140,fish
26311160,fish
26311170,fish
26311171,fish
26311180,fish
26313100,fish
26313110,fish
26313160,fish
26315100,fish
26315110,fish
26315120,fish
26315121,fish
26315130,fish
26315140,fish
26315160,fish
26315161,fish
26315180,fish
26315190,fish
26317110,fish
26317120,fish
26317121,fish
26317130,fish
26317140,fish
26317160,fish
26317161,fish
26319110,fish
26319120,fish
26319121,fish
26319122,fish
26319123,fish
26319124,fish
26319130,fish
26319140,fish
26319141,fish
26319142,fish
26319143,fish
26319144,fish
26319145,fish
26319160,fish
26319161,fish
26319162,fish
26319163,fish
26319164,fish
26319170,fish
26319180,fish
26321110,fish
27111000,stew
27111050,stew
27111100,stew
27111200,stew
27111300,stew
27111310,stew
27111400,stew
27111405,stew
27111406,stew
27111407,stew
27111410,stew
27111420,stew
27111430,stew
27111440,stew
27111500,stew
27112000,stew
27112010,stew
27113000,stew
27113100,stew
27113200,stew
27113300,stew
27114000,stew
27115000,stew
27115100,stew
27116100,stew
27116200,stew
27116300,stew
27116350,stew
27116400,stew
27118110,stew
27118120,stew
27118130,stew
27118140,stew
27118180,stew
27120020,stew
27120030,stew
27120060,stew
27120080,stew
27120090,stew
27120100,stew
27120110,stew
27120120,stew
27120130,stew
27120150,stew
27120160,stew
27120210,stew
27120250,stew
27121000,stew
27121010,stew
27121410,stew
27130010,stew
27130040,stew
27130050,stew
27130100,stew
27133010,stew
27135010,stew
27135020,stew
27135030,stew
27135040,stew
27135050,stew
27135110,stew
27135150,stew
27136050,stew
27136080,stew
27136100,stew
27141000,stew
27141030,stew
27141050,stew
27141500,stew
27142000,stew
27142100,stew
27142200,stew
27143000,stew
27144000,stew
27145000,stew
27146000,stew
27146010,stew
27146050,stew
27146100,stew
27146110,stew
27146150,stew
27146160,stew
27146200,stew
27146250,stew
27146300,stew
27146350,stew
27146360,stew
27146400,stew
27148010,stew
27150010,stew
27150020,stew
27150030,stew
27150050,stew
27150060,stew
27150070,stew
27150100,stew
27150110,stew
27150120,stew
27150130,stew
27150140,stew
27150160,stew
27150170,stew
27150190,stew
27150200,stew
27150210,stew
27150230,stew
27150250,stew
27150310,stew
27150320,stew
27150330,stew
27150350,stew
27150370,stew
27150410,stew
27150510,stew
27151030,stew
27151040,stew
27151050,stew
27151070,stew
27160010,stew
27160100,stew
27161010,stew
27162010,stew
27162050,stew
27162060,stew
27162500,stew
27163010,stew
27211000,stew
27211100,stew
27211110,stew
27211150,stew
27211190,stew
27211200,stew
27211300,stew
27211400,stew
27211500,stew
27211550,stew
27212000,stew
27212050,stew
27212100,stew
27212120,stew
27212150,stew
27212200,stew
27212300,stew
27212350,stew
27212400,stew
27212500,stew
27213000,stew
27213010,stew
27213100,stew
27213120,stew
27213150,stew
27213200,stew
27213300,stew
27213400,stew
27213420,stew
27213500,stew
27213600,stew
27214100,stew
27214110,stew
27214300,stew
27214500,stew
27214600,stew
27218110,stew
27218210,stew
27218310,stew
27220010,stew
27220020,stew
27220030,stew
27220050,stew
27220080,stew
27220110,stew
27220120,stew
27220150,stew
27220170,stew
27220190,stew
27220210,stew
27220310,stew
27220510,stew
27220520,stew
27221100,stew
27221110,stew
27221150,stew
27230010,stew
27231000,stew
27232000,stew
27233000,stew
27235000,stew
27235750,stew
27236000,stew
27241000,stew
27241010,stew
27242000,stew
27242200,stew
27242250,stew
27242300,stew
27242310,stew
27242350,stew
27242400,stew
27242500,stew
27243000,stew
27243100,stew
27243300,stew
27243400,stew
27243500,stew
27243600,stew
27243700,stew
27246100,stew
27246200,stew
27246300,stew
27246400,stew
27246500,stew
27246505,stew
27250020,stew
27250030,stew
27250040,stew
27250050,stew
27250060,stew
27250070,stew
27250080,stew
27250110,stew
27250120,stew
27250122,stew
27250124,stew
27250126,stew
27250128,stew
27250130,stew
27250132,stew
27250150,stew
27250160,stew
27250210,stew
27250220,stew
27250250,stew
27250260,stew
27250270,stew
27250300,stew
27250310,stew
27250400,stew
27250410,stew
27250450,stew
27250520,stew
27250550,stew
27250610,stew
27250630,stew
27250710,stew
27250810,stew
27250820,stew
27250830,stew
27250900,stew
27250950,stew
27251010,stew
27260010,stew
27260050,stew
27260080,stew
27260090,stew
27260100,stew
27260110,stew
27260500,stew
27260510,stew
27261000,stew
27261500,stew
27311110,stew
27311120,stew
27311210,stew
27311220,stew
27311310,stew
27311320,stew
27311410,stew
27311420,stew
27311510,stew
27311600,stew
27311605,stew
27311610,stew
27311620,stew
27311625,stew
27311630,stew
27311635,stew
27311640,stew
27311645,stew
27311650,stew
27313010,stew
27313020,stew
27313110,stew
27313150,stew
27313160,stew
27313210,stew
27313220,stew
27313310,stew
27313320,stew
27313410,stew
27313420,stew
27315010,stew
27315020,stew
27315210,stew
27315220,stew
27315250,stew
27315270,stew
27315310,stew
27315320,stew
27315330,stew
27315340,stew
27315410,stew
27315420,stew
27315510,stew
27315520,stew
27317010,stew
27317100,stew
27317110,stew
27319010,stew
27320020,stew
27320025,stew
27320027,stew
27320030,stew
27320040,stew
27320070,stew
27320080,stew
27320090,stew
27320100,stew
27320110,stew
27320120,stew
27320130,stew
27320140,stew
27320150,stew
27320210,stew
27320310,stew
27320320,stew
27320330,stew
27320340,stew
27320350,stew
27320410,stew
27320450,stew
27320500,stew
27330010,stew
27330030,stew
27330050,stew
27330060,stew
27330080,stew
27330110,stew
27330170,stew
27330210,stew
27330220,stew
27331150,stew
27332100,stew
27332110,stew
27335100,stew
27335500,stew
27336100,stew
27336150,stew
27336200,stew
27336250,stew
27336300,stew
27336310,stew
27341000,stew
27341010,stew
27341020,stew
27341025,stew
27341030,stew
27341035,stew
27341040,stew
27341045,stew
27341050,stew
27341055,stew
27341060,stew
27341310,stew
27341320,stew
27341510,stew
27341520,stew
27343010,stew
27343020,stew
27343410,stew
27343420,stew
27343470,stew
27343480,stew
27343510,stew
27343520,stew
27343910,stew
27343950,stew
27343960,stew
27345010,stew
27345020,stew
27345210,stew
27345220,stew
27345230,stew
27345310,stew
27345320,stew
27345410,stew
27345420,stew
27345440,stew
27345450,stew
27345510,stew
27345520,stew
27347100,stew
27347200,stew
27347210,stew
27347220,stew
27347230,stew
27347240,stew
27347250,stew
27348100,stew
27350020,stew
27350030,stew
27350050,stew
27350060,stew
27350070,stew
27350080,stew
27350090,stew
27350100,stew
27350110,stew
27350200,stew
27350310,stew
27350410,stew
27351010,stew
27351020,stew
27351030,stew
27351040,stew
27351050,stew
27360000,stew
27360010,stew
27360050,stew
27360080,stew
27360090,stew
27360100,stew
27360120,stew
27361010,stew
27362000,stew
27363000,stew
27363100,stew
27410210,stew
27410220,stew
27410250,stew
27411100,stew
27411120,stew
27411150,stew
27411200,stew
27414100,stew
27414200,stew
27415100,stew
27415110,stew
27415120,stew
27415130,stew
27415140,stew
27415150,stew
27415170,stew
27415200,stew
27415220,stew
27416100,stew
27416150,stew
27416200,stew
27416250,stew
27416300,stew
27416400,stew
27416450,stew
27416500,stew
27418110,stew
27418210,stew
27418310,stew
27418410,stew
27420010,stew
27420020,stew
27420040,stew
27420060,stew
27420080,stew
27420100,stew
27420110,stew
27420120,stew
27420150,stew
27420160,stew
27420170,stew
27420200,stew
27420250,stew
27420270,stew
27420350,stew
27420370,stew
27420390,stew
27420400,stew
27420410,stew
27420450,stew
27420460,stew
27420470,stew
27420500,stew
27420510,stew
27420520,stew
27421010,stew
27422010,stew
27430400,stew
27430410,stew
27430500,stew
27430510,stew
27430580,stew
27430590,stew
27430610,stew
27440110,stew
27440120,stew
27440130,stew
27441120,stew
27442110,stew
27442120,stew
27443110,stew
27443120,stew
27443150,stew
27445110,stew
27445120,stew
27445125,stew
27445130,stew
27445150,stew
27445180,stew
27445220,stew
27445250,stew
27446100,stew
27446200,stew
27446205,stew
27446220,stew
27446225,stew
27446230,stew
27446235,stew
27446240,stew
27446245,stew
27446250,stew
27446255,stew
27446260,stew
27446300,stew
27446310,stew
27446315,stew
27446320,stew
27446330,stew
27446332,stew
27446350,stew
27446355,stew
27446360,stew
27446362,stew
27446400,stew
27446410,stew
27448020,stew
27448030,stew
27450010,stew
27450020,stew
27450030,stew
27450040,stew
27450060,stew
27450061,stew
27450062,stew
27450063,stew
27450064,stew
27450065,stew
27450066,stew
27450067,stew
27450068,stew
27450070,stew
27450080,stew
27450090,stew
27450100,stew
27450110,stew
27450120,stew
27450130,stew
27450150,stew
27450180,stew
27450190,stew
27450200,stew
27450210,stew
27450250,stew
27450310,stew
27450400,stew
27450405,stew
27450410,stew
27450420,stew
27450430,stew
27450450,stew
27450470,stew
27450510,stew
27450600,stew
27450610,stew
27450650,stew
27450660,stew
27450700,stew
27450710,stew
27450740,stew
27450750,stew
27450760,stew
27451010,stew
27451030,stew
27451060,stew
27451070,stew
27460010,stew
27460100,stew
27460490,stew
27460510,stew
27460710,stew
27460750,stew
27461010,stew
27462000,stew
27463000,stew
27464000,stew
27500050,stew
27500100,stew
27500200,stew
27500300,stew
27510000,stew
27510110,stew
27510130,stew
27510210,stew
27510220,stew
27510230,stew
27510240,stew
27510250,stew
27510260,stew
27510265,stew
27510270,stew
27510280,stew
27510290,stew
27510300,stew
27510310,stew
27510311,stew
27510320,stew
27510330,stew
27510340,stew
27510350,stew
27510355,stew
27510359,stew
27510360,stew
27510370,stew
27510375,stew
27510380,stew
27510385,stew
27510390,stew
27510400,stew
27510410,stew
27510420,stew
27510425,stew
27510430,stew
27510435,stew
27510440,stew
27510445,stew
27510450,stew
27510480,stew
27510500,stew
27510510,stew
27510520,stew
27510530,stew
27510540,stew
27510550,stew
27510560,stew
27510570,stew
27510590,stew
27510600,stew
27510610,stew
27510620,stew
27510630,stew
27510650,stew
27510660,stew
27510670,stew
27510680,stew
27510690,stew
27510700,stew
27510710,stew
27510720,stew
27510910,stew
27510950,stew
27511010,stew
27513010,stew
27513020,stew
27513040,stew
27513041,stew
27513050,stew
27513060,stew
27513070,stew
27515000,stew
27515010,stew
27515020,stew
27515030,stew
27515040,stew
27515050,stew
27515070,stew
27515080,stew
27516010,stew
27517000,stew
27517010,stew
27518000,stew
27520110,stew
27520120,stew
27520130,stew
27520135,stew
27520140,stew
27520150,stew
27520155,stew
27520156,stew
27520160,stew
27520165,stew
27520166,stew
27520170,stew
27520250,stew
27520300,stew
27520310,stew
27520320,stew
27520330,stew
27520340,stew
27520350,stew
27520360,stew
27520370,stew
27520380,stew
27520390,stew
27520410,stew
27520420,stew
27520500,stew
27520510,stew
27520520,stew
27520530,stew
27520540,stew
27540110,stew
27540111,stew
27540120,stew
27540130,stew
27540140,stew
27540145,stew
27540150,stew
27540151,stew
27540170,stew
27540180,stew
27540190,stew
27540200,stew
27540210,stew
27540230,stew
27540235,stew
27540240,stew
27540250,stew
27540260,stew
27540270,stew
27540280,stew
27540290,stew
27540291,stew
27540300,stew
27540310,stew
27540320,stew
27540330,stew
27540350,stew
27541000,stew
27541001,stew
27550000,stew
27550100,stew
27550110,stew
27550510,stew
27550710,stew
27550720,stew
27550730,stew
27550750,stew
27550751,stew
27560000,stew
27560110,stew
27560120,stew
27560300,stew
27560350,stew
27560410,stew
27560500,stew
27560510,stew
27560650,stew
27560660,stew
27560670,stew
27560705,stew
27560710,stew
27560720,stew
27560910,stew
27563010,stew
27564000,stew
27564001,stew
27564002,stew
27564003,stew
27564004,stew
27564010,stew
27564020,stew
27564030,stew
27564040,stew
27564050,stew
27564060,stew
27564061,stew
27564062,stew
27564063,stew
27564064,stew
27564070,stew
27564080,stew
27564090,stew
27564100,stew
27564110,stew
27564120,stew
27564121,stew
27564122,stew
27564123,stew
27564124,stew
27564130,stew
27564140,stew
27564150,stew
27564160,stew
27564170,stew
27564180,stew
27564181,stew
27564182,stew
27564183,stew
27564184,stew
27564190,stew
27564200,stew
27564210,stew
27564220,stew
27564230,stew
27564240,stew
27564241,stew
27564242,stew
27564243,stew
27564244,stew
27564250,stew
27564260,stew
27564270,stew
27564280,stew
27564290,stew
27564300,stew
27564301,stew
27564302,stew
27564303,stew
27564304,stew
27564310,stew
27564320,stew
27564330,stew
27564340,stew
27564350,stew
27564360,stew
27564361,stew
27564362,stew
27564363,stew
27564364,stew
27564370,stew
27564380,stew
27564390,stew
27564400,stew
27564410,stew
27564420,stew
27564430,stew
27564440,stew
27564441,stew
27564442,stew
27564443,stew
27564444,stew
27564450,stew
27564460,stew
27564470,stew
27564480,stew
27564490,stew
27564500,stew
27564501,stew
27564502,stew
27564503,stew
27564504,stew
27564510,stew
27564520,stew
27564530,stew
27564540,stew
27564550,stew
27564560,stew
27564570,stew
27570310,stew
27601000,stew
27610100,stew
27610110,stew
27610120,stew
27610710,stew
27610730,stew
27640050,stew
27640100,stew
27640110,stew
27640120,stew
27640810,stew
27641000,stew
27642100,stew
27642110,stew
27642120,stew
27642130,stew
27644110,stew
28101000,frozen meal
28110000,frozen meal
28110150,frozen meal
28110220,frozen meal
28110250,frozen meal
28110270,frozen meal
28110300,frozen meal
28110310,frozen meal
28110330,frozen meal
28110340,frozen meal
28110350,frozen meal
28110370,frozen meal
28110380,frozen meal
28110390,frozen meal
28110510,frozen meal
28110620,frozen meal
28110640,frozen meal
28110660,frozen meal
28113110,frozen meal
28113140,frozen meal
28130000,frozen meal
28133110,frozen meal
28133340,frozen meal
28140100,frozen meal
28140150,frozen meal
28140250,frozen meal
28140320,frozen meal
28140710,frozen meal
28140720,frozen meal
28140730,frozen meal
28140740,frozen meal
28140810,frozen meal
28141010,frozen meal
28141050,frozen meal
28141201,frozen meal
28141250,frozen meal
28141600,frozen meal
28141610,frozen meal
28141650,frozen meal
28143020,frozen meal
28143040,frozen meal
28143080,frozen meal
28143110,frozen meal
28143130,frozen meal
28143150,frozen meal
28143170,frozen meal
28143180,frozen meal
28143190,frozen meal
28143200,frozen meal
28143210,frozen meal
28144100,frozen meal
28145000,frozen meal
28145100,frozen meal
28145110,frozen meal
28145210,frozen meal
28145610,frozen meal
28145710,frozen meal
28150210,frozen meal
28150220,frozen meal
28150510,frozen meal
28153010,frozen meal
28154010,frozen meal
28160300,frozen meal
28160310,frozen meal
28160650,frozen meal
28160710,frozen meal
28310110,soup
28310150,soup
28310160,soup
28310170,soup
28310230,soup
28310320,soup
28310330,soup
28310420,soup
28311010,soup
28311020,soup
28311030,soup
28315050,soup
28315140,soup
28315150,soup
28315160,soup
28317010,soup
28320130,soup
28320140,soup
28320160,soup
28320300,soup
28321130,soup
28331110,soup
28340110,soup
28340120,soup
28340130,soup
28340150,soup
28340179,soup
28340180,soup
28340210,soup
28340220,soup
28340310,soup
28340510,soup
28340550,soup
28340580,soup
28340590,soup
28340600,soup
28340610,soup
28340630,soup
28340640,soup
28340660,soup
28340670,soup
28340680,soup
28340690,soup
28340700,soup
28340750,soup
28340800,soup
28345010,soup
28345020,soup
28345030,soup
28345110,soup
28345120,soup
28345130,soup
28345160,soup
28345170,soup
28350040,soup
28350050,soup
28350110,soup
28350120,soup
28350210,soup
28350220,soup
28350310,soup
28351110,soup
28351120,soup
28351160,soup
28351170,soup
28355110,soup
28355120,soup
28355130,soup
28355140,soup
28355210,soup
28355250,soup
28355260,soup
28355310,soup
28355350,soup
28355410,soup
28355420,soup
28355430,soup
28355440,soup
28355450,soup
28355460,soup
28355470,soup
28355480,soup
28360100,soup
28360210,soup
28500000,"Gravy, poultry"
28500010,"Gravy, meat or poultry, with wine"
28500020,"Gravy, meat, with fruit"
28500030,"Gravy, poultry, low sodium"
28500040,"Gravy, beef or meat"
28500050,"Gravy, giblet"
28500060,"Gravy, beef or meat, low sodium"
28500070,"Gravy, beef or meat, home recipe"
28500080,"Gravy, poultry, home recipe"
28500100,"Gravy, mushroom"
28500150,"Gravy, redeye"
28501010,"Gravy, beef or meat, fat free"
28501110,"Gravy, poultry, fat free"
28510010,"Gravy or sauce, poultry-based from Puerto Rican-style chicken fricasse"
28510020,"Gravy, meat-based, from Puerto-Rican style stuffed pot roast"
28510030,"Gravy, meat-based, from Puerto-Rican style beef stew"
28520000,"Gravy or sauce, Chinese (soy sauce, stock or bouillon, cornstarch)"
28520100,Oyster-flavored sauce
28522000,Mole poblano (sauce)
28522050,Mole verde (sauce)
31101010,egg meals
31102000,egg meals
31103010,egg meals
31105010,egg meals
31105020,egg meals
31105030,egg meals
31105040,egg meals
31105060,egg meals
31105080,egg meals
31105090,egg meals
31106000,egg meals
31106010,egg meals
31106020,egg meals
31107000,egg meals
31108010,egg meals
31110010,egg meals
31111000,egg meals
31111010,egg meals
31111020,egg meals
31201000,egg meals
31202000,egg meals
31203000,egg meals
32101000,egg meals
32101500,egg meals
32101530,Egg curry
32102000,egg meals
32103000,egg meals
32103015,egg meals
32103020,egg meals
32103025,egg meals
32103030,egg meals
32103035,egg meals
32103040,egg meals
32103045,egg meals
32103050,egg meals
32105180,egg meals
32105190,egg meals
32105200,egg meals
32105210,egg meals
32105220,egg meals
32105230,egg meals
32105240,egg meals
32105310,egg meals
32105330,egg meals
32110100,egg meals
32110150,egg meals
32120100,desserts
32120200,desserts
32130000,egg meals
32130010,egg meals
32130020,egg meals
32130040,egg meals
32130060,egg meals
32130070,egg meals
32130080,egg meals
32130100,egg meals
32130110,egg meals
32130120,egg meals
32130140,egg meals
32130160,egg meals
32130170,egg meals
32130200,egg meals
32130210,egg meals
32130220,egg meals
32130240,egg meals
32130260,egg meals
32130270,egg meals
32130300,egg meals
32130310,egg meals
32130320,egg meals
32130340,egg meals
32130360,egg meals
32130370,egg meals
32130400,egg meals
32130410,egg meals
32130420,egg meals
32130430,egg meals
32130440,egg meals
32130450,egg meals
32130460,egg meals
32130470,egg meals
32130480,egg meals
32130490,egg meals
32130500,egg meals
32130510,egg meals
32130600,egg meals
32130610,egg meals
32130620,egg meals
32130630,egg meals
32130640,egg meals
32130650,egg meals
32130660,egg meals
32130670,egg meals
32130680,egg meals
32130690,egg meals
32130700,egg meals
32130710,egg meals
32130800,egg meals
32130810,egg meals
32130820,egg meals
32130830,egg meals
32130840,egg meals
32130850,egg meals
32130860,egg meals
32130870,egg meals
32130880,egg meals
32130890,egg meals
32130900,egg meals
32130910,egg meals
32131000,egg meals
32131010,egg meals
32131020,egg meals
32131030,egg meals
32131040,egg meals
32131050,egg meals
32131060,egg meals
32131070,egg meals
32131080,egg meals
32131090,egg meals
32131100,egg meals
32131110,egg meals
32131200,egg meals
32131210,egg meals
32131220,egg meals
32201000,egg meals
32202000,egg meals
32202010,egg meals
32202020,egg meals
32202025,egg meals
32202030,egg meals
32202034,egg meals
32202035,egg meals
32202040,egg meals
32202045,egg meals
32202050,egg meals
32202055,egg meals
32202060,egg meals
32202070,egg meals
32202075,egg meals
32202080,egg meals
32202085,egg meals
32202090,egg meals
32202110,egg meals
32202120,egg meals
32202130,egg meals
32202200,egg meals
32203010,egg meals
32204010,egg meals
32300100,egg meals
32301100,egg meals
32400060,egg meals
32400065,egg meals
32400070,egg meals
32400075,egg meals
32400080,egg meals
32400100,egg meals
32400110,egg meals
32400120,egg meals
32400200,egg meals
32400210,egg meals
32400220,egg meals
32400300,egg meals
32400310,egg meals
32400320,egg meals
32400400,egg meals
32400410,egg meals
32400420,egg meals
32400500,egg meals
32400510,egg meals
32400520,egg meals
32400600,egg meals
32400610,egg meals
32400620,egg meals
32400700,egg meals
32400710,egg meals
32400720,egg meals
32401000,egg meals
33001000,egg meals
33001010,egg meals
33001020,egg meals
33001040,egg meals
33001050,egg meals
33001100,egg meals
33001110,egg meals
33001120,egg meals
33001200,egg meals
33001210,egg meals
33001220,egg meals
33401000,egg meals
33401010,egg meals
33401020,egg meals
33401100,egg meals
33401110,egg meals
33401120,egg meals
33401200,egg meals
33401210,egg meals
33401220,egg meals
33401300,egg meals
33401310,egg meals
33401320,egg meals
33401400,egg meals
33401410,egg meals
33401420,egg meals
33401500,egg meals
33401510,egg meals
33401520,egg meals
33401600,egg meals
33401610,egg meals
33401620,egg meals
41101000,beans
41101010,beans
41101020,beans
41101100,beans
41101110,beans
41101111,beans
41101112,beans
41101113,beans
41101120,beans
41101200,beans
41101210,beans
41101220,beans
41102000,beans
41102010,beans
41102011,beans
41102012,beans
41102013,beans
41102020,beans
41102100,beans
41102110,beans
41102120,beans
41102200,beans
41102210,beans
41102220,beans
41103000,beans
41103010,beans
41103011,beans
41103012,beans
41103013,beans
41103020,beans
41103050,beans
41103060,beans
41103070,beans
41104000,beans
41104010,beans
41104011,beans
41104012,beans
41104013,beans
41104020,beans
41104100,beans
41104110,beans
41104120,beans
41106000,beans
41106010,beans
41106011,beans
41106012,beans
41106013,beans
41106020,beans
41106100,beans
41106110,beans
41106120,beans
41106500,beans
41106510,beans
41106511,beans
41106512,beans
41106513,beans
41106520,beans
41107000,beans
41107010,beans
41107020,beans
41108000,beans
41108010,beans
41108020,beans
41201010,beans
41201020,beans
41202020,beans
41202500,beans
41202505,beans
41202510,beans
41203030,beans
41204020,beans
41205010,beans
41205011,beans
41205012,beans
41205013,beans
41205015,beans
41205016,beans
41205017,beans
41205020,beans
41205030,beans
41205040,beans
41205050,beans
41205070,beans
41205100,beans
41206030,beans
41207030,beans
41208030,beans
41208100,beans
41209000,beans
41210000,beans
41210090,stew
41210100,stew
41210110,stew
41210120,stew
41210150,stew
41210160,stew
41210170,stew
41210180,stew
41210190,stew
41210200,beans
41221020,beans
41301000,beans
41301010,beans
41301020,beans
41302000,beans
41302010,beans
41302011,beans
41302012,beans
41302013,beans
41302020,beans
41302100,beans
41302110,beans
41302120,beans
41303000,beans
41303010,beans
41303011,beans
41303012,beans
41303013,beans
41303020,beans
41303500,stew
41303550,stew
41304000,beans
41304030,beans
41304130,beans
41304980,beans
41304990,beans
41304991,beans
41304992,beans
41304993,beans
41305000,beans
41306000,beans
41310100,stew
41310150,stew
41310160,stew
41310200,stew
41310210,stew
41310220,beans
41310310,stew
41311000,"Papad (Indian appetizer), grilled or broiled"
41311020,stew
41410010,nuts
41410015,Soy chips
41420010,beans
41420020,"Edamame, cooked"
41420050,beans
41420100,Miso sauce
41420110,beans
41420200,beans
41420250,Hoisin sauce
41420300,Soy sauce
41420350,"Soy sauce, reduced sodium"
41420380,Soy yogurt
41420400,Teriyaki sauce
41420410,"Teriyaki sauce, reduced sodium"
41420450,Worcestershire sauce
41421010,beans
41421020,beans
41422010,beans
41425010,beans
41440000,"Textured vegetable protein, dry"
41480000,desserts
41480010,desserts
41601010,soup
41601020,soup
41601030,soup
41601040,soup
41601070,soup
41601080,soup
41601090,soup
41601100,soup
41601110,soup
41601130,soup
41601140,soup
41601160,soup
41601180,soup
41601200,stew
41602010,soup
41602020,soup
41602030,soup
41602050,soup
41602070,soup
41602090,soup
41603010,soup
41610100,soup
41810200,beans
41810250,beans
41810400,beans
41810600,beans
41810610,beans
41811400,beans
41811600,beans
41811800,beans
41811890,beans
41811950,beans
41812000,beans
41812400,beans
41812450,beans
41812500,beans
41812510,beans
41812600,beans
41812800,beans
41812850,beans
41812900,beans
41901020,beans
42100050,nuts
42100100,nuts
42101000,nuts
42101100,nuts
42101200,nuts
42101210,nuts
42101350,nuts
42102000,nuts
42104000,nuts
42104100,nuts
42104110,nuts
42104200,nuts
42104205,nuts
42104500,nuts
42105000,nuts
42106000,nuts
42106020,nuts
42107000,nuts
42109000,nuts
42109100,nuts
42109105,nuts
42110000,nuts
42110015,nuts
42110020,nuts
42110100,nuts
42110150,nuts
42110200,nuts
42110300,nuts
42111000,nuts
42111030,nuts
42111100,nuts
42111110,nuts
42111200,nuts
42111210,nuts
42111500,nuts
42112000,nuts
42113000,nuts
42114130,nuts
42114140,nuts
42114145,nuts
42116000,nuts
42116050,nuts
42116055,nuts
42116100,nuts
42200500,nuts
42200600,nuts
42201000,nuts
42202000,nuts
42202010,nuts
42202100,nuts
42202130,nuts
42202150,nuts
42202200,nuts
42203000,nuts
42204050,nuts
42204100,nuts
42301010,nuts
42302010,nuts
42303010,nuts
42401010,nuts
42402010,nuts
42403010,nuts
42404010,nuts
42501000,nuts
42501500,nuts
42502000,nuts
43101000,seeds
43101100,seeds
43101150,seeds
43102000,seeds
43102100,seeds
43102110,seeds
43102200,seeds
43103000,seeds
43103050,seeds
43103100,seeds
43103200,seeds
43103300,seeds
43104000,seeds
43107000,seeds
44201000,seeds
51000100,seeds
51000110,bread
51000180,bread
51000190,bread
51000200,bread
51000300,bread
51000400,bread
51101000,bread
51101010,bread
51101050,bread
51101060,bread
51102010,bread
51102020,bread
51105010,bread
51105040,bread
51106010,bread
51106020,bread
51106200,bread
51106210,bread
51106300,bread
51106310,bread
51107010,bread
51107040,bread
51108010,bread
51108100,bread
51109010,bread
51109040,bread
51109100,bread
51109110,bread
51109150,bread
51109200,bread
51111010,bread
51111040,bread
51113010,bread
51113100,bread
51115010,bread
51115020,bread
51119010,bread
51119040,bread
51121010,bread
51121110,bread
51121120,bread
51122000,bread
51122010,bread
51122100,bread
51122110,bread
51122300,bread
51122310,bread
51123010,bread
51123020,bread
51127010,bread
51127020,bread
51129010,bread
51129020,bread
51130510,bread
51130520,bread
51133010,bread
51133020,bread
51134000,bread
51134010,bread
51135000,bread
51135010,bread
51136000,bread
51140100,bread
51150000,bread
51153000,bread
51154010,bread
51154100,bread
51154510,bread
51154550,bread
51154600,bread
51155000,bread
51156500,bread
51157000,bread
51158100,bread
51159000,bread
51160000,bread
51160100,bread
51160110,bread
51161000,bread
51161020,bread
51161030,bread
51161050,bread
51161250,bread
51161270,bread
51161280,bread
51165000,bread
51166000,bread
51166100,bread
51166200,bread
51166500,bread
51167000,bread
51168000,bread
51180010,bread
51180030,bread
51180080,bread
51182010,bread
51182020,bread
51184000,bread
51184010,bread
51184020,bread
51184030,bread
51184100,bread
51185000,bread
51186010,bread
51186100,bread
51186130,bread
51186160,bread
51187000,bread
51187020,bread
51188100,bread
51188500,bread
51300050,bread
51300060,bread
51300100,bread
51300110,bread
51300120,bread
51300140,bread
51300150,bread
51300175,bread
51300180,bread
51300185,bread
51300210,bread
51300220,bread
51300300,bread
51300310,bread
51301010,bread
51301020,bread
51301040,bread
51301050,bread
51301120,bread
51301130,bread
51301510,bread
51301520,bread
51301540,bread
51301550,bread
51301600,bread
51301610,bread
51301620,bread
51301630,bread
51301700,bread
51301750,bread
51301800,bread
51301805,bread
51301820,bread
51301900,bread
51302500,bread
51302520,bread
51303010,bread
51303030,bread
51303050,bread
51303070,bread
51303100,bread
51306000,bread
51320010,bread
51320060,bread
51320070,bread
51320500,bread
51320550,bread
51320560,bread
51320700,bread
51320710,bread
51320720,bread
51401010,bread
51401020,bread
51401030,bread
51401040,bread
51401060,bread
51401070,bread
51401200,bread
51404010,bread
51404020,bread
51404500,bread
51404550,bread
51407010,bread
51407020,bread
51420000,bread
51421000,bread
51501010,bread
51501020,bread
51501040,bread
51501050,bread
51501060,bread
51501070,bread
51501080,bread
51502010,bread
51503000,bread
51503040,bread
51601010,bread
51601020,bread
51601210,bread
51601220,bread
51602010,bread
51602020,bread
51620000,bread
51620020,bread
51620030,bread
51630000,bread
51630100,bread
51630200,bread
51801010,bread
51801020,bread
51804010,bread
51804020,bread
51805010,bread
51805020,bread
51806010,bread
51806020,bread
51807000,bread
51808000,bread
51808010,bread
51808100,bread
52101000,biscuits
52101030,biscuits
52101040,bread
52101050,bread
52101100,biscuits
52101150,biscuits
52102040,biscuits
52103000,biscuits
52104010,biscuits
52104040,biscuits
52104100,biscuits
52104200,biscuits
