Food code,Main food description
52105100,bread
52105200,bread
52201000,bread
52202060,bread
52204000,bread
52206010,bread
52206060,bread
52207010,bread
52208010,bread
52208020,bread
52208760,bread
52209010,bread
52211010,bread
52213010,bread
52215000,bread
52215100,bread
52215200,bread
52215260,bread
52215300,bread
52215350,bread
52220110,bread
52301000,bread
52302010,bread
52302020,bread
52302500,bread
52302600,bread
52303010,bread
52303500,bread
52304000,bread
52304010,bread
52304040,bread
52304100,bread
52304150,bread
52306010,bread
52306300,bread
52306500,bread
52306550,bread
52306700,bread
52311010,bread
52401000,bread
52403000,bread
52404060,bread
52405010,bread
52407000,bread
52408000,bread
53100050,cake
53100070,cake
53100100,cake
53101100,cake
53101200,cake
53101250,cake
53102100,cake
53102200,cake
53102600,cake
53102700,cake
53102800,cake
53103000,cake
53104100,cake
53104260,cake
53104300,cake
53104400,cake
53104500,cake
53104550,cake
53104600,cake
53105270,cake
53105275,cake
53105300,cake
53105500,cake
53106500,cake
53108200,cake
53108220,cake
53109200,cake
53109220,cake
53109300,cake
53110000,cake
53111000,cake
53112000,cake
53112100,cake
53113000,cake
53114000,cake
53114100,cake
53115100,cake
53115200,cake
53115310,cake
53115320,cake
53115410,cake
53115450,cake
53116000,cake
53116020,cake
53116270,cake
53116350,cake
53116390,cake
53116500,cake
53116510,cake
53116550,cake
53116570,cake
53116600,cake
53116650,cake
53117100,cake
53117200,cake
53118100,cake
53118200,cake
53118300,cake
53118410,cake
53118500,cake
53118550,cake
53119000,cake
53120270,cake
53120275,cake
53121270,cake
53121275,cake
53122070,cake
53122080,cake
53123070,cake
53123080,cake
53123500,cake
53124110,cake
53200100,cake
53201000,cake
53202000,cake
53203000,cake
53203500,cake
53204000,cake
53204010,cake
53204100,cake
53204840,cake
53204860,cake
53205250,cake
53205260,cake
53206000,cake
53206020,cake
53206030,cake
53206100,cake
53206500,cake
53206550,cake
53207000,cake
53207020,cake
53207050,cake
53208000,cake
53208200,cake
53209005,cake
53209010,cake
53209015,cake
53209020,cake
53209100,cake
53209500,cake
53210000,cake
53210900,cake
53211000,cake
53215500,cake
53220000,cake
53220010,cake
53220030,cake
53220040,cake
53222010,cake
53222020,cake
53223000,cake
53223100,cake
53224000,cake
53224250,cake
53225000,cake
53226000,cake
53226500,cake
53226550,cake
53226600,cake
53228000,cake
53230000,cake
53231000,cake
53231400,cake
53233000,cake
53233010,cake
53233040,cake
53233050,cake
53233060,cake
53233080,cake
53233100,cake
53234000,cake
53234100,cake
53234250,cake
53235000,cake
53235500,cake
53235600,cake
53236000,cake
53236100,cake
53237000,cake
53237010,cake
53237500,cake
53238000,cake
53239000,cake
53239010,cake
53239050,cake
53239100,cake
53240000,cake
53240010,cake
53241500,cake
53241510,biscuits
53241600,cake
53242000,cake
53242500,cake
53243000,cake
53243010,cake
53243050,cake
53244010,cake
53244020,cake
53246000,cake
53247000,cake
53247050,cake
53247500,cake
53251100,cake
53260030,cake
53260200,cake
53260300,cake
53260400,cake
53260500,cake
53260600,cake
53261000,cake
53270100,cake
53300100,cake
53300170,cake
53300180,cake
53301000,cake
53301070,cake
53301080,cake
53301500,cake
53301750,cake
53302000,cake
53302070,cake
53302080,cake
53303000,cake
53303070,cake
53303500,cake
53303510,cake
53303570,cake
53304000,cake
53304050,cake
53304070,cake
53305000,cake
53305010,cake
53305070,cake
53305080,cake
53305700,cake
53305720,cake
53305750,cake
53306000,cake
53306070,cake
53307000,cake
53307050,cake
53307070,cake
53307080,cake
53307500,cake
53307570,cake
53308000,cake
53308070,cake
53308300,cake
53308500,cake
53309000,cake
53309070,cake
53310000,cake
53310050,cake
53311000,cake
53311050,cake
53311070,cake
53312000,cake
53313000,cake
53314000,cake
53340000,cake
53340500,cake
53341000,cake
53341070,cake
53341500,cake
53341750,cake
53342000,cake
53342070,cake
53343000,cake
53343070,cake
53344000,cake
53344070,cake
53344200,desserts
53344300,desserts
53345000,cake
53345070,cake
53346000,cake
53346500,cake
53347000,cake
53347070,cake
53347100,cake
53347500,cake
53347600,cake
53348000,cake
53348070,cake
53360000,cake
53365000,cake
53366000,cake
53370000,cake
53371000,cake
53373000,cake
53381000,cake
53381070,cake
53382000,cake
53385000,cake
53385070,cake
53385500,cake
53386000,cake
53386050,cake
53386250,cake
53386500,cake
53387000,cake
53390000,cake
53390100,cake
53391000,cake
53391100,cake
53391150,cake
53391200,desserts
53400200,cake
53400300,cake
53410100,desserts
53410200,desserts
53410300,desserts
53410500,desserts
53410800,desserts
53410850,desserts
53410860,desserts
53410880,desserts
53410900,desserts
53415100,desserts
53415120,desserts
53415200,desserts
53415220,desserts
53415300,desserts
53415400,desserts
53415500,desserts
53415600,desserts
53420000,desserts
53420100,desserts
53420200,desserts
53420210,desserts
53420250,desserts
53420300,desserts
53420310,desserts
53420400,desserts
53420410,desserts
53430000,desserts
53430100,desserts
53430200,desserts
53430250,desserts
53430300,desserts
53430700,desserts
53430750,desserts
53440000,desserts
53440300,desserts
53440500,desserts
53440600,desserts
53440700,desserts
53440750,desserts
53440800,desserts
53441110,desserts
53441210,desserts
53450000,desserts
53450300,desserts
53450500,desserts
53450800,desserts
53451000,desserts
53451500,desserts
53451750,desserts
53452100,desserts
53452120,desserts
53452130,desserts
53452150,desserts
53452170,desserts
53452200,desserts
53452400,desserts
53452420,desserts
53452450,desserts
53452500,desserts
53453150,desserts
53453170,desserts
53500100,desserts
53510000,desserts
53510100,desserts
53511000,desserts
53520000,cake
53520110,cake
53520120,cake
53520140,cake
53520150,cake
53520160,cake
53520200,cake
53520500,cake
53520600,cake
53520700,cake
53521100,cake
53521110,cake
53521120,cake
53521130,cake
53521140,cake
53521210,cake
53521220,cake
53521230,cake
53530000,desserts
53530010,desserts
53610100,cake
53610170,cake
53610200,cake
53710400,Fiber One Chewy Bar
53710500,Kellogg's Nutri-Grain Cereal Bar
53710502,Kellogg's Nutri-Grain Yogurt Bar
53710504,Kellogg's Nutri-Grain Fruit and Nut Bar
53710600,Milk 'n Cereal bar
53710700,Kellogg's Special K bar
53710800,Kashi GOLEAN Chewy Bars
53710802,Kashi TLC Chewy Granola Bar
53710804,Kashi GOLEAN Crunchy Bars
53710806,Kashi TLC Crunchy Granola Bar
53710900,Nature Valley Chewy Trail Mix Granola Bar
53710902,Nature Valley Chewy Granola Bar with Yogurt Coating
53710904,Nature Valley Sweet and Salty Granola Bar
53710906,Nature Valley Crunchy Granola Bar
53711000,Quaker Chewy Granola Bar
53711002,Quaker Chewy 90 Calorie Granola Bar
53711004,Quaker Chewy 25% Less Sugar Granola Bar
53711006,Quaker Chewy Dipps Granola Bar
53711100,Quaker Granola Bites
53712000,"Snack bar, oatmeal"
53712100,"Granola bar, NFS"
53712200,"Granola bar, lowfat, NFS"
53712210,"Granola bar, nonfat"
53713000,"Granola bar, reduced sugar, NFS"
53713100,"Granola bar, peanuts , oats, sugar, wheat germ"
53714200,"Granola bar, chocolate-coated, NFS"
53714210,"Granola bar, with coconut, chocolate-coated"
53714220,"Granola bar with nuts, chocolate-coated"
53714230,"Granola bar, oats, nuts, coated with non-chocolate coating"
53714250,"Granola bar, coated with non-chocolate coating"
53714300,"Granola bar, high fiber, coated with non-chocolate yogurt coating"
53714400,"Granola bar, with rice cereal"
53714500,"Breakfast bar, NFS"
53714510,"Breakfast bar, date, with yogurt coating"
53714520,"Breakfast bar, cereal crust with fruit filling, lowfat"
53720100,Balance Original Bar
53720200,Clif Bar
53720210,Clif Kids Organic Zbar
53720300,PowerBar
53720400,Slim Fast Original Meal Bar
53720500,Snickers Marathon Protein bar
53720600,South Beach Living Meal Bar
53720610,South Beach Living High Protein Bar
53720700,Tiger's Milk bar
53720800,Zone Perfect Classic Crunch nutrition bar
53729000,"Nutrition bar or meal replacement bar, NFS"
53801000,"Cereal bar with fruit filling, baby food"
53803050,cake
53803100,cake
53803250,cake
53803300,cake
54001000,crackers
54102010,crackers
54102020,crackers
54102050,crackers
54102060,crackers
54102070,crackers
54102080,crackers
54102100,crackers
54102110,crackers
54102200,crackers
54201010,crackers
54202010,crackers
54203010,crackers
54204010,crackers
54205010,crackers
54205100,crackers
54206010,cake
54210010,crackers
54301000,crackers
54301100,crackers
54301200,crackers
54304000,crackers
54304100,crackers
54304150,crackers
54304500,crackers
54305000,crackers
54307000,crackers
54308000,crackers
54309000,crackers
54313000,crackers
54318000,crackers
54318500,crackers
54319000,crackers
54319010,crackers
54319020,crackers
54319200,crackers
54319500,crackers
54322000,crackers
54325000,crackers
54325010,crackers
54325050,crackers
54326000,crackers
54327950,crackers
54328000,crackers
54328100,crackers
54328110,crackers
54328120,crackers
54328200,crackers
54334000,crackers
54336000,crackers
54337000,crackers
54337050,crackers
54338000,crackers
54338100,crackers
54339000,crackers
54340100,crackers
54350000,crackers
54350010,crackers
54350020,crackers
54360000,crackers
54401010,crackers
54401020,crackers
54401050,crackers
54401080,crackers
54401090,crackers
54401100,crackers
54401120,crackers
54401150,crackers
54401170,crackers
54401200,crackers
54401210,crackers
54402080,crackers
54402200,crackers
54402300,crackers
54402500,crackers
54402600,crackers
54402610,crackers
54402700,crackers
54403000,crackers
54403010,crackers
54403020,crackers
54403040,crackers
54403050,crackers
54403060,crackers
54403070,crackers
54403090,crackers
54403110,crackers
54403120,crackers
54403150,crackers
54406010,crackers
54406200,crackers
54408000,crackers
54408010,crackers
54408020,crackers
54408030,crackers
54408040,crackers
54408050,crackers
54408070,crackers
54408080,crackers
54408100,crackers
54408200,crackers
54408250,crackers
54408300,crackers
54420010,crackers
54420100,crackers
54420200,crackers
54440010,crackers
55101000,cake
55101010,cake
55101015,cake
55101020,cake
55103000,cake
55103100,cake
55105000,cake
55105100,cake
55105200,cake
55105205,cake
55105210,cake
55105300,cake
55105400,cake
55106000,cake
55201000,cake
55202000,cake
55203000,cake
55203500,cake
55203600,cake
55204000,cake
55205000,cake
55206000,cake
55207000,cake
55208000,cake
55211000,cake
55211050,cake
55212000,cake
55301000,cake
55301050,cake
55310100,cake
55401000,cake
55501000,cake
55502000,cake
55610200,cake
55610300,cake
55701000,cake
55702000,cake
55702100,cake
55703000,cake
55801000,cake
55801010,cake
56101000,pasta
56101010,pasta
56101030,pasta
56102000,pasta
56102010,pasta
56102020,pasta
56103000,pasta
56103010,pasta
56103020,pasta
56104000,pasta
56104010,pasta
56104020,pasta
56112000,pasta
56112010,pasta
56112030,pasta
56113000,pasta
56113010,pasta
56113990,pasta
56114000,pasta
56114020,pasta
56116000,pasta
56116990,pasta
56117000,pasta
56117010,pasta
56117090,pasta
56117100,pasta
56117110,pasta
56130000,pasta
56130010,pasta
56131000,pasta
56132990,pasta
56133000,pasta
56133010,pasta
56140100,pasta
56200300,cereal
56200350,cereal
56200390,cereal
56200400,cereal
56200490,cereal
56200500,cereal
56200510,cereal
56200990,cereal
56201000,cereal
56201010,cereal
56201020,cereal
56201030,cereal
56201040,cereal
56201060,cereal
56201061,cereal
56201062,cereal
56201070,cereal
56201071,cereal
56201072,cereal
56201080,cereal
56201081,cereal
56201082,cereal
56201090,cereal
56201091,cereal
56201092,cereal
56201110,cereal
56201120,cereal
56201130,cereal
56201210,cereal
56201220,cereal
56201230,cereal
56201240,cereal
56201250,cereal
56201260,cereal
56201296,cereal
56201298,cereal
56201300,cereal
56201320,cereal
56201322,cereal
56201324,cereal
56201330,cereal
56201332,cereal
56201334,cereal
56201340,cereal
56201342,cereal
56201344,cereal
56201510,cereal
56201520,cereal
56201530,cereal
56201540,cereal
56201550,cereal
56201560,cereal
56201600,cereal
56201700,cereal
56201750,cereal
56201990,cereal
56202000,cereal
56202100,cereal
56202900,cereal
56202960,cereal
56202970,cereal
56202980,cereal
56203000,cereal
56203010,cereal
56203020,cereal
56203030,cereal
56203040,cereal
56203050,cereal
56203060,cereal
56203070,cereal
56203080,cereal
56203110,cereal
56203200,cereal
56203210,cereal
56203211,cereal
56203212,cereal
56203213,cereal
56203220,cereal
56203221,cereal
56203222,cereal
56203223,cereal
56203230,cereal
56203231,cereal
56203232,cereal
56203233,cereal
56203540,cereal
56203600,cereal
56203610,cereal
56203620,cereal
56204000,seeds
56204005,seeds
56204010,seeds
56205000,pasta
56205002,pasta
56205004,pasta
56205006,pasta
56205008,pasta
56205012,pasta
56205014,pasta
56205016,pasta
56205018,pasta
56205050,pasta
56205060,pasta
56205070,pasta
56205080,pasta
56205090,pasta
56205092,pasta
56205094,pasta
56205101,pasta
56205130,pasta
56205150,pasta
56205170,pasta
56205190,pasta
56205200,pasta
56205205,pasta
56205210,pasta
56205215,pasta
56205230,desserts
56205240,desserts
56205300,pasta
56205310,pasta
56205320,pasta
56205330,pasta
56205340,pasta
56205350,pasta
56205410,pasta
56206970,cereal
56206980,cereal
56206990,cereal
56207000,cereal
56207010,cereal
56207020,cereal
56207030,cereal
56207050,cereal
56207060,cereal
56207070,cereal
56207080,cereal
56207082,cereal
56207083,cereal
56207084,cereal
56207086,cereal
56207087,cereal
56207088,cereal
56207091,cereal
56207092,cereal
56207093,cereal
56207094,cereal
56207095,cereal
56207096,cereal
56207100,cereal
56207110,cereal
56207120,cereal
56207130,cereal
56207140,cereal
56207150,cereal
56207160,cereal
56207180,cereal
56207190,cereal
56207200,cereal
56207210,cereal
56207212,cereal
56207220,cereal
56207230,cereal
56207300,cereal
56207330,cereal
56207340,cereal
56207342,cereal
56207350,cereal
56207360,cereal
56207365,cereal
56207370,cereal
56208500,cereal
56208510,cereal
56208520,cereal
56208530,cereal
56208540,cereal
56208550,cereal
56209000,cereal
56210000,cereal
57000000,cereal
57000050,cereal
57000100,cereal
57100100,cereal
57101000,cereal
57102000,cereal
57103000,cereal
57103020,cereal
57103100,cereal
57104000,cereal
57106050,cereal
57106060,cereal
57106100,cereal
57106250,cereal
57106260,cereal
57106530,cereal
57107000,cereal
57110000,cereal
57117000,cereal
57117500,cereal
57119000,cereal
57120000,cereal
57123000,cereal
57124000,cereal
57124030,cereal
57124050,cereal
57124100,cereal
57124200,cereal
57124300,cereal
57124900,cereal
57125000,cereal
57125010,cereal
57125900,cereal
57126000,cereal
57127000,cereal
57128000,cereal
57128005,cereal
57130000,cereal
57131000,cereal
57132000,cereal
57134000,cereal
57135000,cereal
57137000,cereal
57139000,cereal
57143000,cereal
57143500,cereal
57144000,cereal
57148000,cereal
57148500,cereal
57151000,cereal
57201900,cereal
57206000,cereal
57206700,cereal
57206705,cereal
57206710,cereal
57206715,cereal
57206800,cereal
57207000,cereal
57208000,cereal
57209000,cereal
57211000,cereal
57213000,cereal
57213010,cereal
57213850,cereal
57214000,cereal
57214100,cereal
57215000,cereal
57216000,cereal
57218000,cereal
57219000,cereal
57221000,cereal
57221700,cereal
57221800,cereal
57221810,cereal
57223000,cereal
57224000,cereal
57227000,cereal
57228000,cereal
57229000,cereal
57229500,cereal
57230000,cereal
57231000,cereal
57231100,cereal
57231200,cereal
57231250,cereal
57237100,cereal
57237200,cereal
57237300,cereal
57237310,cereal
57237900,cereal
57238000,cereal
57239000,cereal
57239100,cereal
57240100,cereal
57241000,cereal
57241200,cereal
57243000,cereal
57301500,cereal
57301505,cereal
57301510,cereal
57301511,cereal
57301512,cereal
57301520,cereal
57301530,cereal
57301535,cereal
57301540,cereal
57302100,cereal
57303100,cereal
57303105,cereal
57304100,cereal
57305100,cereal
57305150,cereal
57305160,cereal
57305165,cereal
57305170,cereal
57305174,cereal
57305175,cereal
57305180,cereal
57305200,cereal
57305210,cereal
57305215,cereal
57305300,cereal
57305400,cereal
57305500,cereal
57305600,cereal
57306100,cereal
57306120,cereal
57306130,cereal
57306500,cereal
57306700,cereal
57306800,cereal
57307010,cereal
57307500,cereal
57308150,cereal
57308190,cereal
57308400,cereal
57309100,cereal
57316200,cereal
57316300,cereal
57316380,cereal
57316450,cereal
57316500,cereal
57316710,cereal
57319000,cereal
57320500,cereal
57321500,cereal
57321900,cereal
57321905,cereal
57323000,cereal
57325000,cereal
57326000,cereal
57327450,cereal
57327500,cereal
57328000,cereal
57329000,cereal
57330000,cereal
57330010,cereal
57331000,cereal
57332050,cereal
57332100,cereal
57335550,cereal
57336000,cereal
57337000,cereal
57339000,cereal
57339500,cereal
57340000,cereal
57341000,cereal
57341200,cereal
57344000,cereal
57344001,cereal
57344005,cereal
57344007,cereal
57344010,cereal
57344015,cereal
57344020,cereal
57344025,cereal
57346500,cereal
57347000,cereal
57348000,cereal
57349000,cereal
57349020,cereal
57355000,cereal
57401100,cereal
57406100,cereal
57407100,cereal
57407110,cereal
57408100,cereal
57409100,cereal
57410000,cereal
57411000,cereal
57412000,cereal
57413000,cereal
57416000,cereal
57416010,cereal
57417000,cereal
57418000,cereal
57419000,cereal
57601100,cereal
57602100,cereal
57602500,cereal
57801000,cereal
57803000,cereal
57804000,cereal
57805000,cereal
57805080,cereal
57805090,cereal
57805100,cereal
57805500,cereal
57806000,cereal
57806050,cereal
57806100,cereal
57806200,cereal
57807010,cereal
57820000,cereal
57820100,cereal
57822000,cereal
57823000,cereal
57824000,cereal
57824500,cereal
57830100,cereal
58100000,fast food
58100005,fast food
58100010,fast food
58100013,fast food
58100015,fast food
58100017,fast food
58100020,fast food
58100100,fast food
58100120,fast food
58100125,fast food
58100135,fast food
58100140,fast food
58100145,fast food
58100160,fast food
58100165,fast food
58100200,fast food
58100220,fast food
58100235,fast food
58100245,fast food
58100255,fast food
58100260,fast food
58100300,fast food
58100320,fast food
58100325,fast food
58100330,fast food
58100360,fast food
58100370,fast food
58100520,fast food
58100525,fast food
58100530,fast food
58100535,fast food
58100620,fast food
58100625,fast food
58100630,fast food
58100635,fast food
58100720,fast food
58100725,fast food
58100800,fast food
58100805,fast food
58101320,fast food
58101323,fast food
58101325,fast food
58101345,fast food
58101347,fast food
58101350,fast food
58101357,fast food
58101450,fast food
58101457,fast food
58101460,fast food
58101520,fast food
58101525,fast food
58101540,fast food
58101555,fast food
58101610,fast food
58101615,fast food
58101620,fast food
58101625,fast food
58101630,fast food
58101635,fast food
58101720,fast food
58101725,fast food
58101730,fast food
58101733,fast food
58101735,fast food
58101745,fast food
58101750,fast food
58101800,fast food
58101820,fast food
58101830,fast food
58101930,fast food
58101935,fast food
58101940,fast food
58101945,fast food
58101950,fast food
58101955,fast food
58103120,fast food
58103130,fast food
58103200,fast food
58103210,fast food
58103250,fast food
58103310,fast food
58104090,fast food
58104120,fast food
58104130,fast food
58104150,fast food
58104160,fast food
58104180,fast food
58104190,fast food
58104260,fast food
58104270,fast food
58104280,fast food
58104290,fast food
58104320,fast food
58104340,fast food
58104500,fast food
58104520,fast food
58104530,fast food
58104535,fast food
58104540,fast food
58104550,fast food
58104710,fast food
58104720,fast food
58104730,fast food
58104740,fast food
58104745,fast food
58104750,fast food
58104760,fast food
58104770,fast food
58104800,fast food
58104820,fast food
58104825,fast food
58104830,fast food
58104835,fast food
58104900,fast food
58104905,fast food
58105000,fast food
58105050,fast food
58105075,fast food
58105100,fast food
58105105,fast food
58105110,fast food
58106200,fast food
58106205,fast food
58106210,fast food
58106220,fast food
58106225,fast food
58106230,fast food
58106233,fast food
58106235,fast food
58106236,fast food
58106240,fast food
58106250,fast food
58106255,fast food
58106260,fast food
58106300,fast food
58106305,fast food
58106310,fast food
58106320,fast food
58106325,fast food
58106330,fast food
58106340,fast food
58106345,fast food
58106347,fast food
58106350,fast food
58106357,fast food
58106358,fast food
58106359,fast food
58106360,fast food
58106500,fast food
58106505,fast food
58106540,fast food
58106550,fast food
58106555,fast food
58106560,fast food
58106565,fast food
58106570,fast food
58106580,fast food
58106610,fast food
58106620,fast food
58106625,fast food
58106630,fast food
58106633,fast food
58106635,fast food
58106636,fast food
58106640,fast food
58106650,fast food
58106655,fast food
58106660,fast food
58106700,fast food
58106705,fast food
58106710,fast food
58106720,fast food
58106725,fast food
58106730,fast food
58106735,fast food
58106736,fast food
58106737,fast food
58106738,fast food
58106740,fast food
58106750,fast food
58106755,fast food
58106760,fast food
58106820,fast food
58106830,fast food
58107050,fast food
58107100,fast food
58107220,fast food
58107230,fast food
58108000,fast food
58108010,fast food
58108050,fast food
58110110,egg meals
58110120,egg meals
58110130,egg meals
58110170,egg meals
58110200,fast food
58111110,fast food
58111120,fast food
58111130,fast food
58111200,fast food
58112510,fast food
58115110,fast food
58115150,fast food
58115210,fast food
58116110,fast food
58116115,fast food
58116120,fast food
58116130,fast food
58116210,fast food
58116310,fast food
58117110,fast food
58117210,fast food
58117310,fast food
58117410,fast food
58117510,fast food
58118110,desserts
58118210,desserts
58120110,fast food
58120120,fast food
58121510,fast food
58121610,fast food
58121620,fast food
58122210,fast food
58122220,fast food
58122250,fast food
58122310,fast food
58122320,fast food
58122330,fast food
58123110,bread
58123120,bread
58124210,desserts
58124220,desserts
58124230,desserts
58124250,desserts
58124500,desserts
58125110,fast food
58125120,fast food
58125180,fast food
58126000,fast food
58126110,fast food
58126120,fast food
58126130,fast food
58126140,fast food
58126150,fast food
58126160,fast food
58126170,fast food
58126180,fast food
58126270,fast food
58126280,fast food
58126290,fast food
58126300,fast food
58126310,fast food
58126400,fast food
58126410,fast food
58127110,fast food
58127150,fast food
58127200,fast food
58127210,fast food
58127220,fast food
58127270,fast food
58127290,fast food
58127310,fast food
58127330,fast food
58127350,fast food
58127500,fast food
58127510,fast food
58128000,fast food
58128110,fast food
58128120,fast food
58128210,fast food
58128220,fast food
58128250,fast food
58130011,pasta
58130013,pasta
58130014,pasta
58130015,pasta
58130016,pasta
58130020,pasta
58130140,pasta
58130150,pasta
58130310,pasta
58130320,pasta
58130610,pasta
58130810,pasta
58130910,pasta
58130950,pasta
58131100,pasta
58131110,pasta
58131120,pasta
58131310,pasta
58131320,pasta
58131323,pasta
58131330,pasta
58131510,pasta
58131520,pasta
58131523,pasta
58131530,pasta
58131535,pasta
58131590,pasta
58131600,pasta
58131610,pasta
58132110,pasta
58132113,pasta
58132310,pasta
58132313,pasta
58132340,pasta
58132350,pasta
58132360,pasta
58132450,pasta
58132460,pasta
58132710,pasta
58132713,pasta
58132800,pasta
58132810,pasta
58132820,pasta
58132910,pasta
58133110,pasta
58133120,pasta
58133130,pasta
58133140,pasta
58134110,pasta
58134120,pasta
58134130,pasta
58134160,pasta
58134210,pasta
58134310,pasta
58134610,pasta
58134613,pasta
58134620,pasta
58134623,pasta
58134630,pasta
58134640,pasta
58134650,pasta
58134660,pasta
58134680,pasta
58134710,pasta
58134720,pasta
58134810,pasta
58135110,pasta
58135120,pasta
58136110,pasta
58136120,pasta
58136130,pasta
58136140,pasta
58136150,pasta
58136160,pasta
58137210,pasta
58137220,pasta
58137230,pasta
58137240,pasta
58137250,pasta
58137300,pasta
58140110,pasta
58140310,pasta
58145110,pasta
58145111,pasta
58145112,pasta
58145113,pasta
58145117,pasta
58145119,pasta
58145120,pasta
58145135,pasta
58145136,pasta
58145140,pasta
58145160,pasta
58145170,pasta
58145190,pasta
58146100,pasta
58146110,pasta
58146120,pasta
58146130,pasta
58146150,pasta
58146160,pasta
58146200,pasta
58146300,pasta
58146310,pasta
58147100,pasta
58147110,pasta
58147310,pasta
58147330,pasta
58147340,pasta
58147350,pasta
58147510,pasta
58147520,pasta
58148110,pasta
58148111,pasta
58148112,pasta
58148113,pasta
58148114,pasta
58148115,pasta
58148116,pasta
58148117,pasta
58148118,pasta
58148120,pasta
58148130,pasta
58148140,pasta
58148150,pasta
58148160,pasta
58148170,pasta
58148180,pasta
58148550,pasta
58148600,pasta
58149110,pasta
58149160,pasta
58149210,pasta
58150100,pasta
58150110,pasta
58150310,pasta
58150320,pasta
58150330,pasta
58150340,pasta
58150510,pasta
58150520,pasta
58150530,pasta
58151100,fish
58151170,fish
58151180,fish
58151190,fish
58151200,fish
58151210,fish
58151220,fish
58151230,fish
58151400,fish
58151410,fish
58151420,fish
58151430,fish
58151440,fish
58151450,fish
58155110,chicken
58155210,pasta
58155310,fish
58155320,fish
58155410,pasta
58155510,pasta
58155610,pasta
58155810,stew
58155910,pasta
58156110,pasta
58156210,sausages
58156310,sausages
58156410,pasta
58156510,pasta
58156610,Pigeon pea asopao (Asopao de gandules)
58156710,stew
58157110,pasta
58157210,pasta
58157300,pasta
58157310,pasta
58157320,pasta
58160000,pasta
58160110,pasta
58160120,pasta
58160130,pasta
58160135,pasta
58160140,pasta
58160150,pasta
58160160,pasta
58160400,pasta
58160410,pasta
58160420,pasta
58160430,pasta
58160440,pasta
58160450,pasta
58160460,pasta
58160470,pasta
58160480,pasta
58160490,pasta
58160500,pasta
58160510,pasta
58160520,pasta
58160530,pasta
58160540,pasta
58160550,pasta
58160560,pasta
58160570,pasta
58160580,pasta
58160590,pasta
58160600,pasta
58160610,pasta
58160620,pasta
58160630,pasta
58160640,pasta
58160650,pasta
58160660,pasta
58160670,pasta
58160680,pasta
58160690,pasta
58160700,pasta
58160710,pasta
58160720,pasta
58160800,pasta
58160805,pasta
58160810,pasta
58161200,pasta
58161320,pasta
58161325,pasta
58161420,pasta
58161422,pasta
58161424,pasta
58161430,pasta
58161432,pasta
58161434,pasta
58161435,pasta
58161437,pasta
58161439,pasta
58161440,pasta
58161442,pasta
58161444,pasta
58161460,pasta
58161462,pasta
58161464,pasta
58161470,pasta
58161472,pasta
58161474,pasta
58161480,pasta
58161482,pasta
58161484,pasta
58161490,pasta
58161492,pasta
58161494,pasta
58161500,pasta
58161502,pasta
58161504,pasta
58161510,pasta
58161520,pasta
58161522,pasta
58161524,pasta
58161530,pasta
58161532,pasta
58161534,pasta
58161710,pasta
58162090,"Stuffed pepper, with meat"
58162110,pasta
58162120,pasta
58162130,tomato
58162140,tomato
58162310,pasta
58163130,pasta
58163310,pasta
58163330,pasta
58163360,pasta
58163380,pasta
58163400,pasta
58163405,pasta
58163410,pasta
58163420,pasta
58163430,pasta
58163450,pasta
58163510,pasta
58164110,pasta
58164210,desserts
58164500,pasta
58164510,pasta
58164520,pasta
58164530,pasta
58164540,pasta
58164550,pasta
58164560,pasta
58164570,pasta
58164580,pasta
58164800,pasta
58164810,pasta
58164820,pasta
58164830,pasta
58164840,pasta
58164850,pasta
58164860,pasta
58164870,pasta
58164880,pasta
58165000,pasta
58165010,pasta
58165020,pasta
58165030,pasta
58165040,pasta
58165050,pasta
58165060,pasta
58165070,pasta
58165080,pasta
58165400,pasta
58165410,pasta
58165420,pasta
58165430,pasta
58165440,pasta
58165450,pasta
58165460,pasta
58165470,pasta
58165480,pasta
58174000,Upma (Indian breakfast dish)
58175000,Vada (Indian fried dumpling)
58175110,Tabbouleh (bulgar with tomatoes and parsley)
58200100,meat
58200200,meat
58200250,meat
58200300,meat
58301020,frozen meal
58301030,frozen meal
58301050,frozen meal
58301110,frozen meal
58301150,frozen meal
58302000,frozen meal
58302050,frozen meal
58302080,frozen meal
58303100,frozen meal
58303200,frozen meal
58304010,frozen meal
58304020,frozen meal
58304050,frozen meal
58304060,frozen meal
58304200,frozen meal
58304220,frozen meal
58304250,frozen meal
58304300,frozen meal
58304400,frozen meal
58305250,frozen meal
58306010,frozen meal
58306020,frozen meal
58306070,frozen meal
58306100,frozen meal
58306200,frozen meal
58306500,frozen meal
58310210,frozen meal
58310310,frozen meal
58400000,soup
58400100,soup
58400200,soup
58401010,soup
58401200,soup
58402010,soup
58402020,soup
58402030,soup
58402100,soup
58403010,soup
58403040,soup
58403050,soup
58403060,soup
58403100,soup
58404010,soup
58404030,soup
58404040,soup
58404050,soup
58404100,soup
58404500,soup
58404510,soup
58404520,soup
58407010,soup
58407030,soup
58407035,soup
58407050,soup
58408010,soup
58408500,soup
58409000,soup
58421000,soup
58421010,"Sopa Seca de Fideo, Mexican style, made with dry noodles, home recipe"
58421020,soup
58421060,soup
58421080,soup
58503000,pasta
58503010,pasta
58503020,pasta
58503050,pasta
58508000,pasta
58508300,pasta
58509020,pasta
58509100,pasta
58509200,pasta
